direccion,direccion_full,lat,lng,url_origen
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/region/arica-y-parinacota
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/region/arica-y-parinacota
Acceso principal costado lider,"Acceso principal costado lider, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/region/arica-y-parinacota
Escalera Mecánica - Mall Plaza Arica,"Escalera Mecánica - Mall Plaza Arica, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/region/arica-y-parinacota
100 Mesas Patio de Comidas - Mall Plaza Arica,"100 Mesas Patio de Comidas - Mall Plaza Arica, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/region/arica-y-parinacota
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/region/arica-y-parinacota
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/hijuelas
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/hijuelas
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/hijuelas
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/hijuelas
"Ruta 5 Norte, Sector La Calera","Ruta 5 Norte, Sector La Calera, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/hijuelas
"Ruta 5 Norte, La Calera, Artificio","Ruta 5 Norte, La Calera, Artificio, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/hijuelas
Entrada Sur la Calera km 104.55,"Entrada Sur la Calera km 104.55, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/hijuelas
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/hijuelas
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
"Acceso Sur a Temuco, antes de Gorbea","Acceso Sur a Temuco, antes de Gorbea, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
"Entrada Sur Gorbea km 720,15","Entrada Sur Gorbea km 720,15, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
"Entrada Sur Gorbea km 723,48","Entrada Sur Gorbea km 723,48, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
"Entrada Sur Gorbea Km 720,560","Entrada Sur Gorbea Km 720,560, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
"Entrada Sur Gorbea Km 722,680","Entrada Sur Gorbea Km 722,680, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
Entrada Sur Gorbea km 723.18,"Entrada Sur Gorbea km 723.18, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/gorbea
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pudahuel
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pudahuel
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pudahuel
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pudahuel
"Costanera Norte, Acceso Aeropuerto y Ruta 68","Costanera Norte, Acceso Aeropuerto y Ruta 68, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pudahuel
2 Video Wall Oriente - Video Wall Poniente - Aeropuerto Arturo Merino B (2)- Nacional,"2 Video Wall Oriente - Video Wall Poniente - Aeropuerto Arturo Merino B (2)- Nacional, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pudahuel
Video Wall - Zona Embarque Nacional - Aeropuerto Arturo Merino Benítez - Nacional,"Video Wall - Zona Embarque Nacional - Aeropuerto Arturo Merino Benítez - Nacional, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pudahuel
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pudahuel
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/chile-chico
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/chile-chico
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/chile-chico
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/chile-chico
"Frase de 30"" en horario repartido (L a D) / Sensacion FM 88.7 Mhz - Chile Chico","Frase de 30"" en horario repartido (L a D) / Sensacion FM 88.7 Mhz - Chile Chico, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/chile-chico
"Frase de 30"" en horario repartido (L a D) / Sol Austral 88.7 Mhz - Chile Chico","Frase de 30"" en horario repartido (L a D) / Sol Austral 88.7 Mhz - Chile Chico, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/chile-chico
"Frase de 30"" en horario repartido (L a D) / Ventisqueros FM 102.1 Mhz - Chile Chico","Frase de 30"" en horario repartido (L a D) / Ventisqueros FM 102.1 Mhz - Chile Chico, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/chile-chico
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/chile-chico
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/independencia
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/independencia
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/independencia
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/independencia
Mall Independencia - Pórtico Acceso a Escaleras mecánicas 1 Nivel,"Mall Independencia - Pórtico Acceso a Escaleras mecánicas 1 Nivel, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/independencia
Independencia/ Av. Inglaterra,"Independencia/ Av. Inglaterra, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/independencia
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/independencia
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/graneros
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/graneros
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/graneros
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/graneros
RUTA 5 SUR - CODEGUA,"RUTA 5 SUR - CODEGUA, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/graneros
By Pass Rancagua KM 73800,"By Pass Rancagua KM 73800, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/graneros
"Ruta 5 Sur, E.N.Rancagua km 73,8","Ruta 5 Sur, E.N.Rancagua km 73,8, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/graneros
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/graneros
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/penco
